3.08899570e+0	5.29236317e+0
3.08749175e+0	5.29051304e+0
3.07673550e+0	5.28917170e+0
3.07281470e+0	5.28994608e+0
3.07237077e+0	5.28686380e+0
3.07311630e+0	5.29382372e+0
3.07059646e+0	5.28902292e+0
3.06783056e+0	5.29745436e+0
3.06559563e+0	5.29099751e+0
3.05811477e+0	5.29055548e+0
3.04789782e+0	5.28492546e+0
3.03467894e+0	5.28116798e+0
3.01441050e+0	5.28396273e+0
2.99106669e+0	5.27715063e+0
2.96636033e+0	5.27575111e+0
2.94197178e+0	5.26849461e+0
2.91250587e+0	5.25836515e+0
2.88718319e+0	5.25310755e+0
2.85889506e+0	5.24818230e+0
2.82889462e+0	5.24242687e+0
2.79691148e+0	5.23566246e+0
2.75772238e+0	5.22671270e+0
2.70430303e+0	5.21463442e+0
2.64220119e+0	5.20073843e+0
2.56735158e+0	5.17805481e+0
2.48380852e+0	5.15825939e+0
2.39329529e+0	5.13567114e+0
2.31032896e+0	5.11049223e+0
2.22301936e+0	5.08776855e+0
2.12194061e+0	5.05364656e+0
2.01376319e+0	5.00760794e+0
1.89522779e+0	4.96056223e+0
1.77260673e+0	4.91702700e+0
1.66002011e+0	4.85929203e+0
1.52500892e+0	4.79428434e+0
1.39321637e+0	4.71567488e+0
1.26666093e+0	4.62941360e+0
1.15578341e+0	4.52368641e+0
1.04801536e+0	4.44271612e+0
9.49535847e-1	4.34915447e+0
8.67368460e-1	4.24163723e+0
7.78918207e-1	4.13666725e+0
6.97936535e-1	3.97239971e+0
6.25611365e-1	3.84404588e+0
5.65167189e-1	3.71228385e+0
5.07657588e-1	3.53691101e+0
4.52833772e-1	3.39424706e+0
4.06169623e-1	3.23301172e+0
3.66814286e-1	3.00969601e+0
3.29274207e-1	2.80368876e+0
2.94815332e-1	2.59578657e+0
2.64209837e-1	2.37653399e+0
2.37184331e-1	2.15630770e+0
2.15946630e-1	1.96853542e+0
1.93418384e-1	1.74238026e+0
1.76311627e-1	1.50265098e+0
1.62071645e-1	1.31219292e+0
1.49376184e-1	1.12425518e+0
1.38789862e-1	9.60976839e-1
1.28127575e-1	7.78296411e-1
1.16997033e-1	5.76690316e-1
1.07495368e-1	3.69838536e-1
9.94734764e-2	1.77199215e-1
9.07997563e-2	-1.12444414e-2
8.27003568e-2	-1.70200542e-1
7.49109015e-2	-3.47125530e-1
6.64672330e-2	-5.09529591e-1
5.88150173e-2	-6.86639786e-1
5.19854985e-2	-8.55072200e-1
4.52901870e-2	-9.91587043e-1
3.78157608e-2	-1.13534760e+0
2.84115337e-2	-1.31451750e+0
1.92751028e-2	-1.45553386e+0
8.34405329e-3	-1.64138830e+0
-1.99024775e-3	-1.79511857e+0
-1.41841937e-2	-1.94164705e+0
-2.63917930e-2	-2.07200217e+0
-4.38915491e-2	-2.23544621e+0
-6.21764772e-2	-2.37840033e+0
-8.16803426e-2	-2.51567507e+0
-9.96535495e-2	-2.65593243e+0
-1.19309790e-1	-2.79129171e+0
-1.44492924e-1	-2.91923070e+0
-1.71576381e-1	-3.02699661e+0
-1.93017080e-1	-3.10736966e+0
-2.13943660e-1	-3.17923594e+0
-2.34035373e-1	-3.28358078e+0
-2.57805228e-1	-3.35555220e+0
-2.80384719e-1	-3.40585136e+0
-3.02558511e-1	-3.47346830e+0
-3.21806222e-1	-3.51928616e+0
-3.40613663e-1	-3.56142998e+0
-3.58664751e-1	-3.62345099e+0
-3.83011490e-1	-3.69645286e+0
-4.16121006e-1	-3.76669884e+0
-4.46924686e-1	-3.81808615e+0
-4.71870393e-1	-3.85440683e+0
-4.98076648e-1	-3.89462924e+0
-5.17552793e-1	-3.92257977e+0
-5.35398602e-1	-3.95177484e+0
-5.49816370e-1	-3.97659779e+0
-5.66230476e-1	-4.00847483e+0
-5.94331384e-1	-4.05705786e+0
-6.31654799e-1	-4.11088133e+0
-6.66737139e-1	-4.15191317e+0
-7.00976014e-1	-4.20053244e+0
-7.32585609e-1	-4.22881031e+0
-7.63168693e-1	-4.25928068e+0
-7.96731234e-1	-4.30215836e+0
-8.41801047e-1	-4.34237099e+0
-8.85922432e-1	-4.38201618e+0
-9.20570612e-1	-4.40824461e+0
-9.53493178e-1	-4.43429995e+0
-9.85356987e-1	-4.45539093e+0
-1.01413679e+0	-4.47591782e+0
-1.03862333e+0	-4.49655819e+0
-1.07613289e+0	-4.53513145e+0
-1.12074089e+0	-4.56535769e+0
-1.16265750e+0	-4.59050369e+0
-1.20226133e+0	-4.61196184e+0
-1.23763061e+0	-4.62427092e+0
-1.27232492e+0	-4.64903927e+0
-1.30324471e+0	-4.67219019e+0
-1.35251844e+0	-4.69830036e+0
-1.40204084e+0	-4.72197342e+0
-1.44823408e+0	-4.74294472e+0
-1.48820066e+0	-4.75740576e+0
-1.52345204e+0	-4.77771711e+0
-1.56908345e+0	-4.79776144e+0
-1.62531447e+0	-4.82202196e+0
-1.66883230e+0	-4.83896351e+0
-1.71013880e+0	-4.85632610e+0
-1.75273252e+0	-4.86621618e+0
-1.79594767e+0	-4.88229942e+0
-1.83989787e+0	-4.90207958e+0
-1.89648986e+0	-4.92133331e+0
-1.94445670e+0	-4.93461800e+0
-1.98965740e+0	-4.94484091e+0
-2.03824949e+0	-4.95899868e+0
-2.07140875e+0	-4.97062826e+0
-2.11713433e+0	-4.98308945e+0
-2.16061282e+0	-4.99351931e+0
-2.21022511e+0	-5.00400543e+0
-2.24516416e+0	-5.01164055e+0
-2.27785826e+0	-5.02135658e+0
-2.31446004e+0	-5.03183699e+0
